k,type,score,label
2,Kmeans,-0.067387,0
2,Kmeans,0.156018,0
2,Kmeans,0.135277,1
2,Kmeans,0.076031,0
2,Kmeans,0.385886,1
2,Kmeans,0.034696,0
2,Kmeans,0.484027,1
2,Kmeans,0.055383,0
2,Kmeans,-0.00284,0
2,Kmeans,-0.058871,0
2,Kmeans,0.050741,0
2,Kmeans,0.045486,0
2,Kmeans,0.546692,1
2,Kmeans,0.398295,1
2,Kmeans,0.122856,0
2,Kmeans,0.386674,1
2,Kmeans,0.151233,0
2,Kmeans,0.058072,0
2,Kmeans,0.422622,1
2,Kmeans,-0.161295,0
2,Kmeans,0.513872,1
2,Kmeans,0.3291,1
2,Kmeans,0.393762,1
2,Kmeans,0.393137,1
2,Kmeans,-0.034715,0
2,Kmeans,0.370735,1
2,Kmeans,-0.042849,0
2,Kmeans,0.488632,1
2,Kmeans,0.445812,1
2,Kmeans,0.095031,0
2,Kmeans,0.53861,1
2,Kmeans,-0.12002,0
2,Kmeans,0.43643,1
2,Kmeans,0.443015,1
2,Kmeans,0.051779,0
2,Kmeans,0.092702,0
2,Kmeans,0.109391,0
2,Kmeans,0.041504,0
2,Kmeans,0.515961,1
2,Kmeans,0.140405,0
2,Kmeans,0.054637,0
2,Kmeans,0.398922,1
2,Kmeans,0.479755,1
2,Kmeans,0.480001,1
2,Kmeans,0.425109,1
2,Kmeans,0.06967,0
2,Kmeans,0.554898,1
2,Kmeans,0.41459,1
2,Kmeans,0.268056,1
2,Kmeans,0.384215,1
2,Kmeans,0.198862,0
2,Kmeans,0.095668,0
2,Kmeans,0.418972,1
2,Kmeans,0.054361,0
2,Kmeans,0.051933,0
2,Kmeans,0.440067,1
2,Kmeans,0.470611,1
2,Kmeans,0.495231,1
2,Kmeans,0.504343,1
2,Kmeans,0.185242,0
2,Kmeans,0.186389,0
2,Kmeans,0.032829,0
2,Kmeans,0.034412,0
2,Kmeans,0.296738,1
2,Kmeans,0.490148,1
2,Kmeans,0.026129,0
2,Kmeans,0.110651,0
2,Kmeans,0.379812,1
2,Kmeans,0.073081,0
2,Kmeans,-0.040031,0
2,Kmeans,0.308589,1
2,Kmeans,0.563588,1
2,Kmeans,0.150495,0
2,Kmeans,0.380898,1
2,Kmeans,0.140572,0
2,Kmeans,0.048926,0
2,Kmeans,0.426381,1
2,Kmeans,0.455763,1
2,Kmeans,0.467445,1
2,Kmeans,0.490885,1
2,Kmeans,0.107491,0
2,Kmeans,0.046235,0
2,Kmeans,0.4771,1
2,Kmeans,0.486518,1
2,Kmeans,0.09878,0
2,Kmeans,0.418461,1
2,Kmeans,0.240537,1
2,Kmeans,0.492839,1
2,Kmeans,0.523406,1
2,Kmeans,0.524971,1
2,Kmeans,0.441128,1
2,Kmeans,0.434591,1
2,Kmeans,0.077784,0
2,Kmeans,0.16664,1
2,Kmeans,0.07652,0
2,Kmeans,0.414514,1
2,Kmeans,0.40959,1
2,Kmeans,0.56345,1
2,Kmeans,0.131801,0
2,Kmeans,-0.016227,0
2,Kmeans,0.415006,1
2,Kmeans,0.411468,1
2,Kmeans,0.079148,0
2,Kmeans,0.228736,1
2,Kmeans,0.124046,0
2,Kmeans,0.177542,0
2,Kmeans,0.145668,0
2,Kmeans,0.313058,1
2,Kmeans,0.249068,1
2,Kmeans,0.42607,1
2,Kmeans,0.100057,0
2,Kmeans,0.171931,0
2,Kmeans,0.322776,1
2,Kmeans,0.098476,0
2,Kmeans,-0.137371,0
2,Kmeans,0.155025,0
2,Kmeans,0.054909,0
2,Kmeans,0.452034,1
2,Kmeans,0.404051,1
2,Kmeans,0.52518,1
2,Kmeans,0.447733,1
2,Kmeans,0.123148,0
2,Kmeans,0.551033,1
2,Kmeans,0.072442,0
2,Kmeans,0.088408,0
2,Kmeans,0.457029,1
2,Kmeans,0.135423,0
2,Kmeans,0.077706,0
2,Kmeans,0.165165,0
2,Kmeans,0.371491,1
2,Kmeans,0.348553,1
2,Kmeans,0.400804,1
2,Kmeans,-0.116541,0
2,Kmeans,0.357165,1
2,Kmeans,0.180626,1
2,Kmeans,0.343606,1
2,Kmeans,0.02462,0
2,Kmeans,0.375942,1
2,Kmeans,0.193932,0
2,Kmeans,0.036205,0
2,Kmeans,0.46852,1
2,Kmeans,0.326593,1
2,Kmeans,-0.093562,0
2,Kmeans,0.399759,1
2,Kmeans,0.47838,1
2,Kmeans,0.18363,1
2,Kmeans,0.241663,1
2,Kmeans,0.144282,0
2,Kmeans,0.345754,1
2,Kmeans,0.293375,1
2,Kmeans,0.175427,0
2,Kmeans,0.124357,0
2,Kmeans,0.512937,1
2,Kmeans,0.014322,0
2,Kmeans,-0.089804,0
2,Kmeans,0.440671,1
2,Kmeans,0.462618,1
2,Kmeans,0.091311,0
2,Kmeans,0.071104,0
2,Kmeans,0.461273,1
2,Kmeans,0.468292,1
2,Kmeans,0.149345,0
2,Kmeans,0.462065,1
2,Kmeans,0.452497,1
2,Kmeans,0.070486,0
2,Kmeans,0.056703,0
2,Kmeans,0.103555,0
2,Kmeans,0.09548,0
2,Kmeans,0.137899,0
2,Kmeans,0.084276,0
2,Kmeans,0.423541,1
2,Kmeans,0.287702,1
2,Kmeans,0.525414,1
2,Kmeans,0.43616,1
2,Kmeans,-0.232762,0
2,Kmeans,0.445087,1
2,Kmeans,0.422966,1
2,Kmeans,0.504241,1
2,Kmeans,-0.173636,0
2,Kmeans,-0.094847,0
2,Kmeans,0.378565,1
2,Kmeans,0.530873,1
2,Kmeans,0.151106,0
2,Kmeans,0.090005,0
2,Kmeans,0.215476,1
2,Kmeans,0.466691,1
2,Kmeans,0.522546,1
2,Kmeans,0.529836,1
2,Kmeans,0.121879,0
2,Kmeans,-0.189693,0
2,Kmeans,0.496348,1
2,Kmeans,0.403243,1
2,Kmeans,0.080113,0
2,Kmeans,0.069004,0
2,Kmeans,0.050243,0
2,Kmeans,0.073872,0
2,Kmeans,0.490907,1
2,Kmeans,0.410837,1
2,Kmeans,0.103626,0
2,Kmeans,0.105082,0
2,Kmeans,0.064154,0
2,Kmeans,-0.064668,0
2,Kmeans,0.09628,0
2,Kmeans,0.447168,1
2,Kmeans,0.032471,0
2,Kmeans,0.104724,0
2,Kmeans,0.060342,0
2,Kmeans,0.407684,1
2,Kmeans,0.394643,1
2,Kmeans,0.115726,0
2,Kmeans,0.229513,1
2,Kmeans,-0.089907,0
2,Kmeans,0.19507,1
2,Kmeans,0.538929,1
2,Kmeans,0.466393,1
2,Kmeans,0.378038,1
2,Kmeans,0.070213,0
2,Kmeans,0.519456,1
2,Kmeans,0.115066,0
2,Kmeans,0.029285,0
2,Kmeans,-0.008493,0
2,Kmeans,0.510703,1
2,Kmeans,0.46914,1
2,Kmeans,0.419753,1
2,Kmeans,0.526312,1
2,Kmeans,0.525655,1
2,Kmeans,-0.156769,0
2,Kmeans,0.056782,0
2,Kmeans,0.221202,1
2,Kmeans,0.488189,1
2,Kmeans,0.409564,1
2,Kmeans,0.352029,1
2,Kmeans,0.512541,1
2,Kmeans,0.125066,0
2,Kmeans,0.381691,1
2,Kmeans,0.061259,0
2,Kmeans,0.429834,1
2,Kmeans,-0.06401,0
2,Kmeans,0.517935,1
2,Kmeans,0.318542,1
2,Kmeans,0.108919,0
2,Kmeans,0.233976,1
2,Kmeans,0.390168,1
2,Kmeans,0.068289,0
2,Kmeans,0.541395,1
2,Kmeans,0.538007,1
2,Kmeans,0.549937,1
2,Kmeans,-0.020542,0
2,Kmeans,0.013697,0
2,Kmeans,0.111012,0
2,Kmeans,0.351702,1
2,Kmeans,0.437686,1
2,Kmeans,0.544268,1
2,Kmeans,0.092365,0
2,Kmeans,-0.089804,0
2,Kmeans,-0.131394,0
2,Kmeans,-0.030898,0
2,Kmeans,0.071809,0
2,Kmeans,0.291179,1
2,Kmeans,0.137899,0
2,Kmeans,0.471285,1
2,Kmeans,0.146849,0
2,Kmeans,0.425528,1
2,Kmeans,0.0215,0
2,Kmeans,0.10441,0
2,Kmeans,0.453742,1
2,Kmeans,0.133367,0
2,Kmeans,-0.000515,0
2,Kmeans,0.00329,0
2,Kmeans,0.442836,1
2,Kmeans,0.115586,0
2,Kmeans,0.049261,0
2,Kmeans,0.392822,1
2,Kmeans,0.473546,1
2,Kmeans,0.316595,1
2,Kmeans,0.483902,1
2,Kmeans,0.211201,0
2,Kmeans,0.176159,1
2,Kmeans,0.400322,1
2,Kmeans,0.1939,1
2,Kmeans,0.006449,0
2,Kmeans,0.183188,0
2,Kmeans,0.059442,0
2,Kmeans,0.465135,1
2,Kmeans,0.457755,1
2,Kmeans,0.333959,1
2,Kmeans,0.484935,1
2,Kmeans,0.173335,0
2,Kmeans,0.512937,1
2,Kmeans,0.106342,0
2,Kmeans,0.123842,0
2,Kmeans,0.084318,0
2,Kmeans,0.112311,0
2,Kmeans,0.048578,0
2,Kmeans,0.524954,1
2,Kmeans,0.181471,0
2,Kmeans,0.187801,0
2,Kmeans,0.108746,0
2,Kmeans,0.496433,1
2,Kmeans,0.233976,1
2,Kmeans,0.483044,1
2,Kmeans,0.109142,0
2,Kmeans,0.452695,1
2,Kmeans,0.065682,0
2,Kmeans,0.445387,1
2,Kmeans,0.021246,0
2,Kmeans,0.145775,0
2,Kmeans,0.358122,1
2,Kmeans,0.398274,1
2,Kmeans,0.419875,1
2,Kmeans,0.493948,1
2,Kmeans,0.090541,0
2,Kmeans,-0.168782,0
2,Kmeans,0.006922,0
2,Kmeans,0.091475,0
2,Kmeans,0.086789,0
2,Kmeans,0.485627,1
2,Kmeans,0.166255,1
2,Kmeans,0.088133,0
2,Kmeans,0.141021,0
2,Kmeans,0.428161,1
2,Kmeans,0.270758,1
2,Kmeans,0.383502,1
2,Kmeans,-0.095508,0
2,Kmeans,0.198994,0
2,Kmeans,0.393814,1
2,Kmeans,0.139939,0
2,Kmeans,0.056246,0
2,Kmeans,0.055655,0
2,Kmeans,0.05978,0
2,Kmeans,-0.038742,0
2,Kmeans,0.426847,1
2,Kmeans,0.146307,1
2,Kmeans,0.143455,0
2,Kmeans,0.058703,0
2,Kmeans,0.556285,1
2,Kmeans,0.054061,0
2,Kmeans,0.394387,1
2,Kmeans,0.318779,1
2,Kmeans,0.482399,1
2,Kmeans,-0.023075,0
2,Kmeans,0.376406,1
2,Kmeans,0.09363,0
2,Kmeans,0.443372,1
2,Kmeans,0.092243,0
2,Kmeans,0.122419,0
2,Kmeans,0.022413,0
2,Kmeans,0.103457,0
2,Kmeans,0.438004,1
2,Kmeans,0.043135,0
2,Kmeans,0.336763,1
2,Kmeans,0.341417,1
2,Kmeans,0.039034,0
2,Kmeans,0.178595,0
2,Kmeans,0.114601,0
2,Kmeans,0.088957,0
2,Kmeans,0.537629,1
2,Kmeans,0.468159,1
2,Kmeans,0.505946,1
2,Kmeans,0.055717,0
2,Kmeans,0.347757,1
2,Kmeans,0.406475,1
2,Kmeans,-0.040948,0
2,Kmeans,0.347464,1
2,Kmeans,0.349858,1
2,Kmeans,-0.041192,0
2,Kmeans,0.115604,0
2,Kmeans,0.077387,0
2,Kmeans,0.396539,1
2,Kmeans,0.333606,1
2,Kmeans,0.039735,0
2,Kmeans,-0.066696,0
2,Kmeans,0.141289,0
2,Kmeans,-0.167644,0
2,Kmeans,0.473629,1
2,Kmeans,0.518465,1
2,Kmeans,0.465362,1
2,Kmeans,0.374288,1
2,Kmeans,0.555195,1
2,Kmeans,0.46972,1
2,Kmeans,0.328368,1
2,Kmeans,0.508145,1
2,Kmeans,0.493409,1
2,Kmeans,0.422184,1
2,Kmeans,0.530737,1
2,Kmeans,0.205447,1
2,Kmeans,0.136478,0
2,Kmeans,0.046975,0
2,Kmeans,0.442636,1
2,Kmeans,-0.244812,0
2,Kmeans,0.433398,1
2,Kmeans,0.474598,1
2,Kmeans,0.251643,1
2,Kmeans,0.014834,0
2,Kmeans,0.248156,1
2,Kmeans,0.456627,1
2,Kmeans,0.561227,1
2,Kmeans,0.194755,0
2,Kmeans,0.262511,1
2,Kmeans,0.246274,1
2,Kmeans,0.396943,1
2,Kmeans,0.506128,1
2,Kmeans,0.075028,0
2,Kmeans,0.249567,1
2,Kmeans,0.138108,0
2,Kmeans,0.140529,0
2,Kmeans,0.296477,1
2,Kmeans,0.204661,0
2,Kmeans,0.250907,1
2,Kmeans,0.13122,0
2,Kmeans,0.526658,1
2,Kmeans,0.399525,1
2,Kmeans,0.457856,1
2,Kmeans,-0.162086,0
2,Kmeans,0.137169,0
2,Kmeans,0.384228,1
2,Kmeans,0.448688,1
2,Kmeans,0.105426,0
2,Kmeans,-0.014927,0
2,Kmeans,0.003002,0
2,Kmeans,0.164219,0
2,Kmeans,-0.094492,0
2,Kmeans,0.137696,0
2,Kmeans,0.460954,1
2,Kmeans,0.384851,1
2,Kmeans,0.000774,0
2,Kmeans,0.070093,0
2,Kmeans,0.403671,1
2,Kmeans,0.05342,0
2,Kmeans,0.162468,0
2,Kmeans,0.469805,1
2,Kmeans,0.347854,1
2,Kmeans,0.092703,0
2,Kmeans,0.396957,1
2,Kmeans,0.386333,1
2,Kmeans,0.539081,1
2,Kmeans,0.117841,0
2,Kmeans,0.053936,0
2,Kmeans,0.484402,1
2,Kmeans,-0.10539,0
2,Kmeans,0.082101,0
2,Kmeans,0.328368,1
2,Kmeans,0.481294,1
2,Kmeans,0.056914,0
2,Kmeans,0.115192,0
2,Kmeans,0.047049,0
2,Kmeans,0.513423,1
2,Kmeans,0.032015,0
2,Kmeans,0.083701,0
2,Kmeans,0.494435,1
2,Kmeans,-0.087039,0
2,Kmeans,-0.017593,0
2,Kmeans,-0.017357,0
2,Kmeans,0.422248,1
2,Kmeans,-0.090353,0
2,Kmeans,0.311098,1
2,Kmeans,0.176187,1
2,Kmeans,0.121706,0
2,Kmeans,0.059971,0
2,Kmeans,0.082802,0
2,Kmeans,0.066642,0
2,Kmeans,0.534841,1
2,Kmeans,0.005968,0
2,Kmeans,0.417717,1
2,Kmeans,0.087197,0
2,Kmeans,0.195936,1
2,Kmeans,0.096858,0
2,Kmeans,0.363799,1
2,Kmeans,0.149257,0
2,Kmeans,0.086768,0
2,Kmeans,0.237482,0
2,Kmeans,-0.046022,0
2,Kmeans,0.050819,0
2,Kmeans,0.136188,0
2,Kmeans,-0.099225,0
2,Kmeans,0.026839,0
2,Kmeans,0.435212,1
2,Kmeans,0.440899,1
2,Kmeans,0.098644,0
2,Kmeans,0.098796,0
2,Kmeans,0.034084,0
2,Kmeans,0.086526,0
2,Kmeans,0.052547,0
2,Kmeans,0.361657,1
2,Kmeans,0.184249,0
2,Kmeans,-0.160047,0
2,Kmeans,0.447991,1
2,Kmeans,0.377372,1
2,Kmeans,0.096961,0
2,Kmeans,0.073751,0
2,Kmeans,0.301523,1
2,Kmeans,0.370576,1
2,Kmeans,0.520577,1
2,Kmeans,0.059484,0
2,Kmeans,0.210929,0
2,Kmeans,0.154309,0
2,Kmeans,0.134389,0
2,Kmeans,-0.024716,0
2,Kmeans,0.355121,1
2,Kmeans,0.180684,0
2,Kmeans,-0.027213,0
2,Kmeans,0.558534,1
2,Kmeans,-0.054731,0
2,Kmeans,0.382051,1
2,Kmeans,0.095268,0
2,Kmeans,0.422927,1
2,Kmeans,0.386742,1
2,Kmeans,0.036111,0
2,Kmeans,0.084449,0
2,Kmeans,0.529135,1
2,Kmeans,-0.082035,0
2,Kmeans,0.485374,1
2,Kmeans,0.438575,1
2,Kmeans,0.113981,0
2,Kmeans,0.410261,1
2,Kmeans,0.426452,1
2,Kmeans,0.078577,0
2,Kmeans,0.432423,1
2,Kmeans,0.084745,0
2,Kmeans,0.147298,0
2,Kmeans,0.096285,0
2,Kmeans,0.296477,1
2,Kmeans,0.328368,1
2,Kmeans,0.321498,1
2,Kmeans,0.428609,1
2,Kmeans,0.410847,1
2,Kmeans,0.354667,1
2,Kmeans,0.416141,1
2,Kmeans,0.134805,0
2,Kmeans,-0.137113,0
2,Kmeans,0.508538,1
2,Kmeans,0.036671,0
2,Kmeans,0.041308,0
2,Kmeans,-0.096222,0
2,Kmeans,0.483201,1
2,Kmeans,0.070544,0
2,Kmeans,-0.157251,0
2,Kmeans,0.057501,0
2,Kmeans,0.379967,1
2,Kmeans,0.010667,0
2,Kmeans,0.332935,1
2,Kmeans,0.208599,1
2,Kmeans,0.026555,0
2,Kmeans,0.485073,1
2,Kmeans,0.062829,0
2,Kmeans,0.186888,0
2,Kmeans,0.212082,1
2,Kmeans,0.54188,1
2,Kmeans,-0.002061,0
2,Kmeans,0.490556,1
2,Kmeans,0.554301,1
2,Kmeans,0.465536,1
2,Kmeans,0.51406,1
2,Kmeans,0.072942,0
2,Kmeans,0.11861,0
2,Kmeans,0.048926,0
2,Kmeans,0.495721,1
2,Kmeans,0.403793,1
2,Kmeans,0.171409,0
2,Kmeans,0.45794,1
2,Kmeans,0.427402,1
2,Kmeans,0.518241,1
2,Kmeans,0.451207,1
2,Kmeans,0.079935,0
2,Kmeans,0.451119,1
2,Kmeans,0.015464,0
2,Kmeans,0.105333,0
2,Kmeans,0.498838,1
2,Kmeans,0.457351,1
2,Kmeans,0.441095,1
2,Kmeans,0.173245,1
2,Kmeans,0.438916,1
2,Kmeans,-0.094616,0
2,Kmeans,0.019137,0
2,Kmeans,0.557012,1
2,Kmeans,-0.065017,0
2,Kmeans,0.166231,0
2,Kmeans,0.392111,1
2,Kmeans,0.376381,1
2,Kmeans,0.345419,1
2,Kmeans,0.511245,1
2,Kmeans,0.484538,1
2,Kmeans,0.447766,1
2,Kmeans,0.267457,1
2,Kmeans,0.060884,0
2,Kmeans,0.47459,1
2,Kmeans,0.077748,0
2,Kmeans,0.068684,0
2,Kmeans,0.222281,1
2,Kmeans,-0.139913,0
2,Kmeans,0.03027,0
2,Kmeans,0.059516,0
2,Kmeans,0.471907,1
2,Kmeans,0.156668,0
2,Kmeans,0.53152,1
2,Kmeans,0.000284,0
2,Kmeans,0.073773,0
2,Kmeans,-0.082622,0
2,Kmeans,0.004698,0
2,Kmeans,0.111642,0
2,Kmeans,-0.172627,0
2,Kmeans,0.374272,1
2,Kmeans,0.485339,1
2,Kmeans,-0.11245,0
2,Kmeans,-0.048036,0
2,Kmeans,0.079559,0
2,Kmeans,0.100057,0
2,Kmeans,0.470339,1
2,Kmeans,0.503168,1
2,Kmeans,0.224517,1
2,Kmeans,0.060366,0
2,Kmeans,0.51843,1
2,Kmeans,0.434301,1
2,Kmeans,0.073992,0
2,Kmeans,0.526748,1
2,Kmeans,0.408732,1
2,Kmeans,0.047898,0
2,Kmeans,-0.101093,0
2,Kmeans,0.513801,1
2,Kmeans,-0.176894,0
2,Kmeans,0.491555,1
2,Kmeans,-0.075398,0
2,Kmeans,0.255174,1
2,Kmeans,0.164654,0
2,Kmeans,0.201637,0
2,Kmeans,0.275895,1
2,Kmeans,0.255832,1
2,Kmeans,-0.107327,0
2,Kmeans,0.057629,0
2,Kmeans,0.096319,0
2,Kmeans,0.104226,0
2,Kmeans,0.362916,1
2,Kmeans,0.164585,1
2,Kmeans,0.138118,0
