k,type,score,label
2,Kmeans,0.111346,1
2,Kmeans,0.061245,0
2,Kmeans,0.417728,1
2,Kmeans,0.206055,0
2,Kmeans,0.51079,1
2,Kmeans,0.191156,0
2,Kmeans,-0.046807,0
2,Kmeans,0.177865,1
2,Kmeans,0.198569,0
2,Kmeans,0.259351,0
2,Kmeans,0.564029,1
2,Kmeans,0.446393,1
2,Kmeans,0.206013,0
2,Kmeans,0.435524,1
2,Kmeans,0.2186,0
2,Kmeans,0.083119,0
2,Kmeans,0.489819,1
2,Kmeans,-0.134294,0
2,Kmeans,0.546822,1
2,Kmeans,0.396966,1
2,Kmeans,0.396857,1
2,Kmeans,0.4983,1
2,Kmeans,-0.065124,0
2,Kmeans,0.298553,1
2,Kmeans,-0.041513,0
2,Kmeans,0.522696,1
2,Kmeans,0.514629,1
2,Kmeans,0.208657,0
2,Kmeans,0.5295,1
2,Kmeans,-0.082656,0
2,Kmeans,0.474266,1
2,Kmeans,0.478902,1
2,Kmeans,0.154646,0
2,Kmeans,0.22625,0
2,Kmeans,0.268116,0
2,Kmeans,0.090175,0
2,Kmeans,0.488682,1
2,Kmeans,0.176617,0
2,Kmeans,0.150777,0
2,Kmeans,0.481668,1
2,Kmeans,0.534832,1
2,Kmeans,0.531509,1
2,Kmeans,0.313091,1
2,Kmeans,0.214913,0
2,Kmeans,0.574712,1
2,Kmeans,0.422269,1
2,Kmeans,0.316184,1
2,Kmeans,0.417405,1
2,Kmeans,0.276439,0
2,Kmeans,0.130765,0
2,Kmeans,0.442244,1
2,Kmeans,0.211822,0
2,Kmeans,0.164613,0
2,Kmeans,0.451382,1
2,Kmeans,0.504271,1
2,Kmeans,0.551046,1
2,Kmeans,0.543166,1
2,Kmeans,0.357389,0
2,Kmeans,0.212956,0
2,Kmeans,0.182104,0
2,Kmeans,0.213059,0
2,Kmeans,0.304048,1
2,Kmeans,0.516078,1
2,Kmeans,0.134823,0
2,Kmeans,0.204266,0
2,Kmeans,0.490366,1
2,Kmeans,0.163028,0
2,Kmeans,0.013648,0
2,Kmeans,0.341153,1
2,Kmeans,0.564631,1
2,Kmeans,0.29182,0
2,Kmeans,0.375748,1
2,Kmeans,0.255138,0
2,Kmeans,0.229061,0
2,Kmeans,0.511589,1
2,Kmeans,0.482899,1
2,Kmeans,0.492524,1
2,Kmeans,0.514335,1
2,Kmeans,0.278559,0
2,Kmeans,0.030625,0
2,Kmeans,0.49913,1
2,Kmeans,0.527398,1
2,Kmeans,0.140388,0
2,Kmeans,0.44605,1
2,Kmeans,0.391661,1
2,Kmeans,0.479843,1
2,Kmeans,0.55226,1
2,Kmeans,0.553834,1
2,Kmeans,0.482579,1
2,Kmeans,0.458617,1
2,Kmeans,0.205548,0
2,Kmeans,0.134251,1
2,Kmeans,0.120446,0
2,Kmeans,0.437628,1
2,Kmeans,0.456521,1
2,Kmeans,0.559068,1
2,Kmeans,0.291444,0
2,Kmeans,0.130207,0
2,Kmeans,0.483991,1
2,Kmeans,0.43707,1
2,Kmeans,0.101098,0
2,Kmeans,0.181274,1
2,Kmeans,0.256405,0
2,Kmeans,0.28769,0
2,Kmeans,0.261841,0
2,Kmeans,0.364176,1
2,Kmeans,0.404257,1
2,Kmeans,0.420333,1
2,Kmeans,0.147603,0
2,Kmeans,0.254097,0
2,Kmeans,0.269605,1
2,Kmeans,0.122557,0
2,Kmeans,0.210094,1
2,Kmeans,0.229652,0
2,Kmeans,0.1867,0
2,Kmeans,0.49998,1
2,Kmeans,0.430242,1
2,Kmeans,0.551976,1
2,Kmeans,0.483777,1
2,Kmeans,0.258746,0
2,Kmeans,0.573943,1
2,Kmeans,0.204152,0
2,Kmeans,0.130106,0
2,Kmeans,0.473144,1
2,Kmeans,0.170351,0
2,Kmeans,0.069461,0
2,Kmeans,0.24711,0
2,Kmeans,0.44173,1
2,Kmeans,0.34643,1
2,Kmeans,0.456008,1
2,Kmeans,-0.123882,0
2,Kmeans,0.323409,1
2,Kmeans,0.355684,1
2,Kmeans,0.369976,1
2,Kmeans,0.059916,0
2,Kmeans,0.416045,1
2,Kmeans,0.278214,0
2,Kmeans,0.176829,0
2,Kmeans,0.485095,1
2,Kmeans,0.304726,1
2,Kmeans,-0.021832,0
2,Kmeans,0.399602,1
2,Kmeans,0.45984,1
2,Kmeans,0.181095,1
2,Kmeans,0.398881,1
2,Kmeans,0.290795,0
2,Kmeans,0.336487,1
2,Kmeans,0.390377,1
2,Kmeans,0.280043,0
2,Kmeans,0.289493,0
2,Kmeans,0.547215,1
2,Kmeans,0.232782,0
2,Kmeans,-0.078468,0
2,Kmeans,0.480416,1
2,Kmeans,0.503471,1
2,Kmeans,0.174881,0
2,Kmeans,0.269232,0
2,Kmeans,0.543602,1
2,Kmeans,0.500418,1
2,Kmeans,0.312158,0
2,Kmeans,0.482974,1
2,Kmeans,0.498105,1
2,Kmeans,0.231075,0
2,Kmeans,0.155199,0
2,Kmeans,0.270283,0
2,Kmeans,0.242372,0
2,Kmeans,0.181009,0
2,Kmeans,0.231015,0
2,Kmeans,0.46375,1
2,Kmeans,0.317785,1
2,Kmeans,0.565279,1
2,Kmeans,0.460401,1
2,Kmeans,0.253394,1
2,Kmeans,0.470451,1
2,Kmeans,0.463934,1
2,Kmeans,0.526343,1
2,Kmeans,-0.07157,0
2,Kmeans,-0.093551,0
2,Kmeans,0.393185,1
2,Kmeans,0.560106,1
2,Kmeans,0.340181,0
2,Kmeans,0.205593,0
2,Kmeans,0.160387,1
2,Kmeans,0.495997,1
2,Kmeans,0.556295,1
2,Kmeans,0.543849,1
2,Kmeans,0.220943,0
2,Kmeans,0.203771,1
2,Kmeans,0.493282,1
2,Kmeans,0.44436,1
2,Kmeans,0.225164,0
2,Kmeans,0.27805,0
2,Kmeans,0.203916,0
2,Kmeans,0.219584,0
2,Kmeans,0.51174,1
2,Kmeans,0.460072,1
2,Kmeans,0.311304,0
2,Kmeans,0.159022,0
2,Kmeans,0.060198,0
2,Kmeans,-0.01579,0
2,Kmeans,0.123462,0
2,Kmeans,0.450688,1
2,Kmeans,0.217049,0
2,Kmeans,0.148595,0
2,Kmeans,0.164787,0
2,Kmeans,0.495661,1
2,Kmeans,0.387048,1
2,Kmeans,0.17217,0
2,Kmeans,0.266484,1
2,Kmeans,-0.070301,0
2,Kmeans,0.308815,1
2,Kmeans,0.54999,1
2,Kmeans,0.497073,1
2,Kmeans,0.406671,1
2,Kmeans,0.235797,0
2,Kmeans,0.544889,1
2,Kmeans,0.208213,0
2,Kmeans,0.054854,0
2,Kmeans,0.04121,0
2,Kmeans,0.526726,1
2,Kmeans,0.478778,1
2,Kmeans,0.465059,1
2,Kmeans,0.462828,1
2,Kmeans,0.521691,1
2,Kmeans,0.272232,1
2,Kmeans,0.255288,0
2,Kmeans,0.22775,1
2,Kmeans,0.534599,1
2,Kmeans,0.430395,1
2,Kmeans,0.362518,1
2,Kmeans,0.514895,1
2,Kmeans,0.239254,0
2,Kmeans,0.436171,1
2,Kmeans,0.20577,0
2,Kmeans,0.469233,1
2,Kmeans,-0.055637,0
2,Kmeans,0.552909,1
2,Kmeans,0.366318,1
2,Kmeans,0.235818,0
2,Kmeans,0.214267,1
2,Kmeans,0.439039,1
2,Kmeans,0.251559,0
2,Kmeans,0.558841,1
2,Kmeans,0.555684,1
2,Kmeans,0.567901,1
2,Kmeans,0.164009,0
2,Kmeans,0.122537,0
2,Kmeans,0.18167,0
2,Kmeans,0.35366,1
2,Kmeans,0.408932,1
2,Kmeans,0.540296,1
2,Kmeans,0.105783,0
2,Kmeans,-0.078468,0
2,Kmeans,-0.106217,0
2,Kmeans,0.197447,0
2,Kmeans,0.141887,0
2,Kmeans,0.31198,1
2,Kmeans,0.181009,0
2,Kmeans,0.521751,1
2,Kmeans,0.266556,0
2,Kmeans,0.412876,1
2,Kmeans,0.042314,0
2,Kmeans,0.158621,0
2,Kmeans,0.499342,1
2,Kmeans,0.251335,0
2,Kmeans,0.054351,0
2,Kmeans,-0.005406,0
2,Kmeans,0.513196,1
2,Kmeans,0.180463,0
2,Kmeans,0.186402,0
2,Kmeans,0.460709,1
2,Kmeans,0.544822,1
2,Kmeans,0.391297,1
2,Kmeans,0.475387,1
2,Kmeans,0.321867,0
2,Kmeans,0.342215,1
2,Kmeans,0.440737,1
2,Kmeans,0.182061,1
2,Kmeans,0.044156,0
2,Kmeans,0.267,0
2,Kmeans,0.101719,0
2,Kmeans,0.437071,1
2,Kmeans,0.420476,1
2,Kmeans,0.451661,1
2,Kmeans,0.509766,1
2,Kmeans,0.270873,0
2,Kmeans,0.547215,1
2,Kmeans,0.135823,0
2,Kmeans,0.248383,0
2,Kmeans,0.17903,0
2,Kmeans,0.234295,0
2,Kmeans,0.202846,0
2,Kmeans,0.482362,1
2,Kmeans,0.266144,0
2,Kmeans,0.305517,0
2,Kmeans,0.228802,0
2,Kmeans,0.533249,1
2,Kmeans,0.214267,1
2,Kmeans,0.524918,1
2,Kmeans,0.250872,0
2,Kmeans,0.512538,1
2,Kmeans,0.029652,0
2,Kmeans,0.488138,1
2,Kmeans,0.16098,0
2,Kmeans,0.21504,0
2,Kmeans,0.444831,1
2,Kmeans,0.479668,1
2,Kmeans,0.479276,1
2,Kmeans,0.551433,1
2,Kmeans,0.161429,0
2,Kmeans,0.144548,1
2,Kmeans,0.050102,0
2,Kmeans,0.237858,0
2,Kmeans,0.214944,0
2,Kmeans,0.505928,1
2,Kmeans,0.161301,1
2,Kmeans,0.207853,0
2,Kmeans,0.162301,0
2,Kmeans,0.481021,1
2,Kmeans,0.384125,1
2,Kmeans,0.390519,1
2,Kmeans,-0.044393,0
2,Kmeans,0.307854,0
2,Kmeans,0.487874,1
2,Kmeans,0.257435,0
2,Kmeans,0.112274,0
2,Kmeans,0.181253,0
2,Kmeans,0.243388,0
2,Kmeans,0.044135,0
2,Kmeans,0.463862,1
2,Kmeans,0.205868,1
2,Kmeans,0.190577,0
2,Kmeans,0.163168,0
2,Kmeans,0.577458,1
2,Kmeans,0.088821,0
2,Kmeans,0.475927,1
2,Kmeans,0.279584,1
2,Kmeans,0.508837,1
2,Kmeans,0.028797,0
2,Kmeans,0.460996,1
2,Kmeans,0.202155,0
2,Kmeans,0.472965,1
2,Kmeans,0.159672,0
2,Kmeans,0.259344,0
2,Kmeans,0.124434,0
2,Kmeans,0.192507,0
2,Kmeans,0.452803,1
2,Kmeans,0.222376,0
2,Kmeans,0.411129,1
2,Kmeans,0.30778,1
2,Kmeans,-0.000701,0
2,Kmeans,0.224197,0
2,Kmeans,0.227162,0
2,Kmeans,0.099761,0
2,Kmeans,0.503083,1
2,Kmeans,0.542469,1
2,Kmeans,0.539919,1
2,Kmeans,0.163541,0
2,Kmeans,0.349214,1
2,Kmeans,0.37569,1
2,Kmeans,-0.00327,0
2,Kmeans,0.382391,1
2,Kmeans,0.339252,1
2,Kmeans,-0.081765,0
2,Kmeans,0.196028,0
2,Kmeans,0.164951,0
2,Kmeans,0.384056,1
2,Kmeans,0.347036,1
2,Kmeans,0.133811,0
2,Kmeans,-0.087088,0
2,Kmeans,0.24037,0
2,Kmeans,-0.148656,0
2,Kmeans,0.50557,1
2,Kmeans,0.536455,1
2,Kmeans,0.428169,1
2,Kmeans,0.383752,1
2,Kmeans,0.580233,1
2,Kmeans,0.537465,1
2,Kmeans,0.360749,1
2,Kmeans,0.479004,1
2,Kmeans,0.519652,1
2,Kmeans,0.487518,1
2,Kmeans,0.49286,1
2,Kmeans,0.201142,1
2,Kmeans,0.265086,0
2,Kmeans,0.180423,0
2,Kmeans,0.488106,1
2,Kmeans,-0.169765,0
2,Kmeans,0.465208,1
2,Kmeans,0.515273,1
2,Kmeans,0.333228,1
2,Kmeans,0.175181,0
2,Kmeans,0.325525,1
2,Kmeans,0.499788,1
2,Kmeans,0.579686,1
2,Kmeans,0.310199,0
2,Kmeans,0.376233,1
2,Kmeans,0.329015,1
2,Kmeans,0.436163,1
2,Kmeans,0.465617,1
2,Kmeans,0.219227,0
2,Kmeans,0.183799,1
2,Kmeans,0.220186,0
2,Kmeans,0.179007,0
2,Kmeans,0.308473,1
2,Kmeans,0.284768,0
2,Kmeans,0.290741,1
2,Kmeans,0.294307,0
2,Kmeans,0.560491,1
2,Kmeans,0.416967,1
2,Kmeans,0.467399,1
2,Kmeans,0.2865,1
2,Kmeans,0.276799,0
2,Kmeans,0.472989,1
2,Kmeans,0.445879,1
2,Kmeans,0.242112,0
2,Kmeans,0.002498,0
2,Kmeans,0.1896,0
2,Kmeans,0.319361,0
2,Kmeans,0.150329,1
2,Kmeans,0.21895,0
2,Kmeans,0.496067,1
2,Kmeans,0.432451,1
2,Kmeans,0.132393,0
2,Kmeans,0.087106,0
2,Kmeans,0.448293,1
2,Kmeans,0.169566,0
2,Kmeans,0.262862,0
2,Kmeans,0.41814,1
2,Kmeans,0.370102,1
2,Kmeans,0.116647,0
2,Kmeans,0.409639,1
2,Kmeans,0.471686,1
2,Kmeans,0.514528,1
2,Kmeans,0.155728,0
2,Kmeans,0.113393,0
2,Kmeans,0.540253,1
2,Kmeans,-0.115262,0
2,Kmeans,0.166561,0
2,Kmeans,0.360749,1
2,Kmeans,0.512272,1
2,Kmeans,0.247716,0
2,Kmeans,0.14068,0
2,Kmeans,0.201238,0
2,Kmeans,0.552031,1
2,Kmeans,0.167795,0
2,Kmeans,0.192488,0
2,Kmeans,0.515283,1
2,Kmeans,-0.014845,0
2,Kmeans,0.036872,0
2,Kmeans,-0.045117,0
2,Kmeans,0.4512,1
2,Kmeans,-0.017726,0
2,Kmeans,0.283511,1
2,Kmeans,0.197006,1
2,Kmeans,0.176433,0
2,Kmeans,0.059476,0
2,Kmeans,0.190323,0
2,Kmeans,0.028855,0
2,Kmeans,0.543638,1
2,Kmeans,0.006109,0
2,Kmeans,0.452321,1
2,Kmeans,0.140177,0
2,Kmeans,0.259631,1
2,Kmeans,0.235302,0
2,Kmeans,0.380195,1
2,Kmeans,0.190365,0
2,Kmeans,0.206396,0
2,Kmeans,0.272634,0
2,Kmeans,0.031959,0
2,Kmeans,0.06533,0
2,Kmeans,0.278987,0
2,Kmeans,0.095296,0
2,Kmeans,-0.042253,0
2,Kmeans,0.476173,1
2,Kmeans,0.476594,1
2,Kmeans,0.090592,0
2,Kmeans,0.197746,0
2,Kmeans,0.200352,0
2,Kmeans,0.110212,0
2,Kmeans,0.252691,0
2,Kmeans,0.366869,1
2,Kmeans,0.225171,0
2,Kmeans,-0.150367,0
2,Kmeans,0.477235,1
2,Kmeans,0.417261,1
2,Kmeans,0.256755,0
2,Kmeans,0.267993,0
2,Kmeans,0.352959,1
2,Kmeans,0.392624,1
2,Kmeans,0.52777,1
2,Kmeans,0.130757,0
2,Kmeans,0.318534,0
2,Kmeans,0.272127,0
2,Kmeans,0.18797,0
2,Kmeans,0.047988,0
2,Kmeans,0.39694,1
2,Kmeans,0.259286,0
2,Kmeans,0.117579,0
2,Kmeans,0.569865,1
2,Kmeans,0.028239,0
2,Kmeans,0.348325,1
2,Kmeans,0.252586,0
2,Kmeans,0.406368,1
2,Kmeans,0.319219,1
2,Kmeans,0.209341,0
2,Kmeans,0.256787,0
2,Kmeans,0.565333,1
2,Kmeans,-0.039636,0
2,Kmeans,0.413502,1
2,Kmeans,0.458233,1
2,Kmeans,0.189707,0
2,Kmeans,0.460721,1
2,Kmeans,0.478383,1
2,Kmeans,0.234576,0
2,Kmeans,0.507428,1
2,Kmeans,0.226556,0
2,Kmeans,0.335951,0
2,Kmeans,0.155545,0
2,Kmeans,0.308473,1
2,Kmeans,0.360749,1
2,Kmeans,0.324947,1
2,Kmeans,0.475852,1
2,Kmeans,0.426075,1
2,Kmeans,0.34286,1
2,Kmeans,0.480872,1
2,Kmeans,0.303176,0
2,Kmeans,-0.030346,0
2,Kmeans,0.535856,1
2,Kmeans,0.251406,0
2,Kmeans,0.180327,0
2,Kmeans,0.169852,1
2,Kmeans,0.473238,1
2,Kmeans,0.193634,0
2,Kmeans,0.170323,1
2,Kmeans,0.141604,0
2,Kmeans,0.406125,1
2,Kmeans,0.101851,0
2,Kmeans,0.351116,1
2,Kmeans,0.342527,1
2,Kmeans,-0.034034,0
2,Kmeans,0.519458,1
2,Kmeans,0.16842,0
2,Kmeans,0.262449,0
2,Kmeans,0.322999,1
2,Kmeans,0.562754,1
2,Kmeans,0.10433,0
2,Kmeans,0.461985,1
2,Kmeans,0.580175,1
2,Kmeans,0.535189,1
2,Kmeans,0.503401,1
2,Kmeans,0.169133,0
2,Kmeans,0.258118,0
2,Kmeans,0.229061,0
2,Kmeans,0.530988,1
2,Kmeans,0.469103,1
2,Kmeans,0.253461,0
2,Kmeans,0.468073,1
2,Kmeans,0.44002,1
2,Kmeans,0.523445,1
2,Kmeans,0.475086,1
2,Kmeans,0.111241,0
2,Kmeans,0.529871,1
2,Kmeans,0.035509,0
2,Kmeans,0.280319,0
2,Kmeans,0.50075,1
2,Kmeans,0.478406,1
2,Kmeans,0.510622,1
2,Kmeans,0.230197,1
2,Kmeans,0.412458,1
2,Kmeans,0.201978,1
2,Kmeans,0.219793,0
2,Kmeans,0.583695,1
2,Kmeans,0.094919,0
2,Kmeans,0.216188,0
2,Kmeans,0.40825,1
2,Kmeans,0.398789,1
2,Kmeans,0.386151,1
2,Kmeans,0.524364,1
2,Kmeans,0.530004,1
2,Kmeans,0.526627,1
2,Kmeans,0.339906,1
2,Kmeans,0.191434,0
2,Kmeans,0.517416,1
2,Kmeans,0.254754,0
2,Kmeans,0.169725,0
2,Kmeans,0.220039,1
2,Kmeans,0.145687,1
2,Kmeans,0.178307,0
2,Kmeans,0.168528,0
2,Kmeans,0.534558,1
2,Kmeans,0.29841,0
2,Kmeans,0.558992,1
2,Kmeans,-0.056017,0
2,Kmeans,0.165846,0
2,Kmeans,0.013723,0
2,Kmeans,-0.052695,0
2,Kmeans,0.127989,0
2,Kmeans,-0.097881,0
2,Kmeans,0.409019,1
2,Kmeans,0.50102,1
2,Kmeans,0.150191,1
2,Kmeans,0.143103,1
2,Kmeans,0.196942,0
2,Kmeans,0.147603,0
2,Kmeans,0.502584,1
2,Kmeans,0.536664,1
2,Kmeans,0.24871,1
2,Kmeans,0.162994,0
2,Kmeans,0.548435,1
2,Kmeans,0.448741,1
2,Kmeans,0.115336,0
2,Kmeans,0.557235,1
2,Kmeans,0.435783,1
2,Kmeans,0.183882,0
2,Kmeans,0.191039,1
2,Kmeans,0.514399,1
2,Kmeans,0.266965,1
2,Kmeans,0.491293,1
2,Kmeans,-0.005443,0
2,Kmeans,0.242721,1
2,Kmeans,0.208275,0
2,Kmeans,0.306518,0
2,Kmeans,0.214341,1
2,Kmeans,0.221135,1
2,Kmeans,0.02984,0
2,Kmeans,0.156895,0
2,Kmeans,0.227246,0
2,Kmeans,0.235357,0
2,Kmeans,0.339844,1
2,Kmeans,0.294428,1
2,Kmeans,0.193815,0
2,Kmeans,0.533889,1
2,Kmeans,0.41266,1
2,Kmeans,0.258216,1
