k,type,score,label
2,Kmeans,0.617649,0
2,Kmeans,0.239619,0
2,Kmeans,0.684608,0
2,Kmeans,0.724866,1
2,Kmeans,0.655827,1
2,Kmeans,0.588972,0
2,Kmeans,0.678837,1
2,Kmeans,0.707186,1
2,Kmeans,0.400115,1
2,Kmeans,0.420772,1
2,Kmeans,0.704429,0
2,Kmeans,0.584022,0
2,Kmeans,0.704429,0
2,Kmeans,0.658699,1
2,Kmeans,0.265246,0
2,Kmeans,0.668403,0
2,Kmeans,0.704429,0
2,Kmeans,0.094394,1
2,Kmeans,0.657195,1
2,Kmeans,0.474777,1
2,Kmeans,0.575694,1
2,Kmeans,0.575694,1
2,Kmeans,0.722861,1
2,Kmeans,0.604342,0
2,Kmeans,0.693529,0
2,Kmeans,0.722486,1
2,Kmeans,0.703911,1
2,Kmeans,0.645151,0
2,Kmeans,0.4455,0
2,Kmeans,0.546565,0
2,Kmeans,0.596758,1
2,Kmeans,0.460809,0
2,Kmeans,0.586567,1
2,Kmeans,0.640114,0
2,Kmeans,0.725689,1
2,Kmeans,0.69339,1
2,Kmeans,0.162489,1
2,Kmeans,0.673334,0
2,Kmeans,0.687573,1
2,Kmeans,0.588972,0
2,Kmeans,0.649664,0
2,Kmeans,0.094394,1
2,Kmeans,0.515783,1
2,Kmeans,0.644391,0
2,Kmeans,0.439868,1
2,Kmeans,0.704345,0
2,Kmeans,0.704345,0
2,Kmeans,0.420772,1
2,Kmeans,0.265246,0
2,Kmeans,0.671118,0
2,Kmeans,0.66182,0
2,Kmeans,0.645151,0
2,Kmeans,0.69831,1
2,Kmeans,0.575694,1
2,Kmeans,0.724781,1
2,Kmeans,0.717777,1
2,Kmeans,0.608264,1
2,Kmeans,0.627627,1
2,Kmeans,0.678837,1
2,Kmeans,0.4455,0
2,Kmeans,0.650889,1
2,Kmeans,0.652891,1
2,Kmeans,0.617649,0
2,Kmeans,0.71008,1
2,GMM,0.064228,1
2,GMM,0.573701,0
2,GMM,0.56963,1
2,GMM,0.708163,0
2,GMM,0.172657,0
2,GMM,0.719244,1
2,GMM,0.108202,0
2,GMM,0.674772,1
2,GMM,0.251891,1
2,GMM,0.712214,1
2,GMM,0.251891,1
2,GMM,0.201743,0
2,GMM,0.629219,0
2,GMM,0.663841,1
2,GMM,0.719244,1
2,GMM,0.251891,1
2,GMM,0.141394,0
2,GMM,0.662723,0
2,GMM,0.653078,0
2,GMM,0.700253,1
2,GMM,0.712214,1
2,GMM,0.498937,1
2,GMM,0.712084,1
2,GMM,0.706588,1
2,GMM,0.609769,0
2,GMM,0.56524,1
2,GMM,0.581364,1
2,GMM,0.698201,1
2,GMM,0.392536,1
2,GMM,0.467948,1
2,GMM,0.59814,1
2,GMM,0.718771,1
2,GMM,0.615725,1
2,GMM,0.621493,1
2,GMM,0.064228,1
2,GMM,0.50583,0
2,GMM,0.108202,0
2,GMM,0.527005,1
2,GMM,0.612046,1
2,GMM,0.715129,0
2,GMM,0.692387,0
2,GMM,0.108202,0
2,GMM,0.692387,0
2,GMM,0.718662,1
2,GMM,0.607225,1
2,GMM,0.349313,1
2,GMM,0.718142,1
2,GMM,0.195369,1
2,GMM,0.712316,0
2,GMM,0.712084,1
2,GMM,0.432257,1
2,GMM,0.649174,1
2,GMM,0.715129,0
2,GMM,0.351078,0
2,GMM,0.615725,1
2,GMM,-0.086944,1
2,GMM,0.653843,1
2,GMM,0.585758,0
2,GMM,0.715443,1
2,GMM,0.718142,1
2,GMM,0.519413,0
2,GMM,0.686709,0
2,GMM,0.713913,1
2,GMM,0.064228,1
2,GMM,0.640098,1
2,GMM,0.706906,0
2,GMM,0.718937,1
2,GMM,0.703324,1
2,GMM,0.585758,0
2,GMM,0.201743,0
2,GMM,0.719244,1
2,GMM,0.576809,1
2,GMM,0.450583,1
2,GMM,0.108202,0
2,GMM,0.108202,0
2,GMM,0.715443,1
2,GMM,0.56524,1
2,GMM,0.708849,0
2,GMM,0.550086,0
2,GMM,0.698201,1
2,GMM,0.679883,0
2,GMM,0.700446,1
2,GMM,0.349313,1
2,GMM,0.718262,1
2,GMM,0.450836,0
2,GMM,0.576809,1
2,GMM,0.55297,1
2,GMM,-0.049912,1
2,GMM,0.703324,1
2,GMM,0.619872,0
2,GMM,0.641211,0
2,GMM,0.715655,0
2,GMM,0.587707,1
2,GMM,0.715129,0
2,GMM,0.718662,1
2,GMM,0.328614,0
2,GMM,0.62331,1
2,GMM,0.714926,0
2,GMM,0.251891,1
2,GMM,0.717383,1
2,GMM,0.683994,0
2,GMM,0.630536,1
2,GMM,0.56493,0
2,GMM,0.55254,1
2,GMM,0.615725,1
2,GMM,0.512266,1
2,GMM,0.712316,0
2,GMM,0.637099,1
2,GMM,0.532084,0
2,GMM,0.392046,0
2,GMM,-0.011714,1
2,GMM,0.67046,1
2,GMM,0.690765,0
2,GMM,0.410673,0
2,GMM,0.483978,1
2,GMM,0.483978,1
2,GMM,0.544146,0
2,GMM,0.566795,0
2,GMM,0.630845,1
2,GMM,0.108202,0
2,GMM,0.467948,1
2,GMM,0.519413,0
2,GMM,0.630536,1
2,GMM,0.708849,0
2,GMM,0.59814,1
2,GMM,0.715443,1
2,GMM,0.351078,0
2,GMM,0.637099,1
2,GMM,0.52268,1
2,GMM,0.682804,1
2,GMM,0.717383,1
2,GMM,0.71034,1
2,GMM,0.702614,1
2,GMM,0.715655,0
2,GMM,0.59814,1
2,GMM,0.428136,0
2,GMM,0.132511,1
2,GMM,0.686709,0
2,GMM,0.064228,1
2,GMM,0.566795,0
2,GMM,0.716269,1
2,GMM,0.683994,0
2,GMM,0.630536,1
2,GMM,0.351078,0
2,GMM,0.686709,0
2,GMM,0.717609,1
2,GMM,0.255536,0
2,GMM,0.706683,0
2,GMM,0.683779,0
2,GMM,0.705902,1
2,GMM,0.50583,0
2,GMM,0.695092,0
2,GMM,0.566795,0
2,GMM,0.432257,1
2,GMM,0.69337,1
2,GMM,0.460937,0
2,GMM,0.693786,0
2,GMM,0.717609,1
2,GMM,0.654931,1
2,GMM,0.541462,1
2,GMM,0.690722,0
2,GMM,0.619872,0
2,GMM,0.715129,0
2,GMM,0.67046,1
2,GMM,0.630536,1
2,GMM,0.392536,1
2,GMM,0.688871,0
2,GMM,0.690765,0
2,GMM,0.713616,1
2,GMM,0.629219,0
2,GMM,0.715129,0
2,GMM,0.195369,1
2,GMM,0.432257,1
2,GMM,-0.086944,1
2,GMM,0.715655,0
2,GMM,0.702614,1
2,GMM,0.671818,0
2,GMM,0.648758,1
2,GMM,0.651332,1
2,GMM,0.648758,1
2,GMM,0.67046,1
2,GMM,0.602294,0
2,GMM,0.141394,0
2,GMM,0.687389,0
2,GMM,0.718771,1
2,GMM,0.645928,1
2,GMM,0.566795,0
2,GMM,0.668851,1
2,GMM,0.705902,1
2,GMM,0.450583,1
2,GMM,0.467948,1
2,GMM,0.715833,0
2,GMM,0.597712,0
2,GMM,0.715833,0
2,GMM,0.648758,1
2,GMM,0.172657,0
2,GMM,0.683994,0
2,GMM,0.715833,0
2,GMM,0.195369,1
2,GMM,0.665564,1
2,GMM,0.51327,1
2,GMM,0.59814,1
2,GMM,0.59814,1
2,GMM,0.717609,1
2,GMM,0.585758,0
2,GMM,0.699336,0
2,GMM,0.713616,1
2,GMM,0.703324,1
2,GMM,0.636748,0
2,GMM,0.392046,0
2,GMM,0.559025,0
2,GMM,0.615725,1
2,GMM,0.410673,0
2,GMM,0.607225,1
2,GMM,0.630421,0
2,GMM,0.717383,1
2,GMM,0.683504,1
2,GMM,0.251891,1
2,GMM,0.688871,0
2,GMM,0.690189,1
2,GMM,0.566795,0
2,GMM,0.642471,0
2,GMM,0.195369,1
2,GMM,0.509656,1
2,GMM,0.659638,0
2,GMM,0.483978,1
2,GMM,0.714926,0
2,GMM,0.714926,0
2,GMM,0.467948,1
2,GMM,0.172657,0
2,GMM,0.686709,0
2,GMM,0.657981,0
2,GMM,0.636748,0
2,GMM,0.68847,1
2,GMM,0.59814,1
2,GMM,0.716269,1
2,GMM,0.708507,1
2,GMM,0.599528,1
2,GMM,0.618364,1
2,GMM,0.668851,1
2,GMM,0.392046,0
2,GMM,0.66039,1
2,GMM,0.643041,1
2,GMM,0.602294,0
2,GMM,0.708143,1
3,Kmeans,0.757415,0
3,Kmeans,0.60541,2
3,Kmeans,0.588265,1
3,Kmeans,0.708629,2
3,Kmeans,0.707642,0
3,Kmeans,0.586856,1
3,Kmeans,0.726471,0
3,Kmeans,0.086725,0
3,Kmeans,0.741397,0
3,Kmeans,0.415773,1
3,Kmeans,0.741397,0
3,Kmeans,0.696711,0
3,Kmeans,0.6761,2
3,Kmeans,0.696139,1
3,Kmeans,0.586856,1
3,Kmeans,0.741397,0
3,Kmeans,0.717459,0
3,Kmeans,0.713948,2
3,Kmeans,0.189146,2
3,Kmeans,0.242525,1
3,Kmeans,0.415773,1
3,Kmeans,0.649466,0
3,Kmeans,0.676041,1
3,Kmeans,0.688353,1
3,Kmeans,0.101619,0
3,Kmeans,0.57428,0
3,Kmeans,0.603952,1
3,Kmeans,0.698,1
3,Kmeans,0.706925,0
3,Kmeans,0.673433,0
3,Kmeans,0.51614,0
3,Kmeans,0.553841,1
3,Kmeans,0.466774,0
3,Kmeans,0.657054,1
3,Kmeans,0.757415,0
3,Kmeans,0.439662,0
3,Kmeans,0.726471,0
3,Kmeans,0.621761,0
3,Kmeans,0.644797,1
3,Kmeans,0.684538,2
3,Kmeans,0.737131,2
3,Kmeans,0.726471,0
3,Kmeans,0.737131,2
3,Kmeans,0.627161,1
3,Kmeans,0.492351,0
3,Kmeans,0.719873,0
3,Kmeans,0.638394,1
3,Kmeans,0.748671,0
3,Kmeans,0.625376,2
3,Kmeans,0.676041,1
3,Kmeans,0.691928,0
3,Kmeans,0.304978,0
3,Kmeans,0.684538,2
3,Kmeans,0.618494,0
3,Kmeans,0.466774,0
3,Kmeans,0.73368,0
3,Kmeans,0.691248,1
3,Kmeans,0.225844,0
3,Kmeans,0.469695,1
3,Kmeans,0.638394,1
3,Kmeans,0.4143,0
3,Kmeans,0.737563,2
3,Kmeans,0.443607,1
3,Kmeans,0.757415,0
3,Kmeans,0.679513,1
3,Kmeans,0.711829,2
3,Kmeans,0.614538,1
3,Kmeans,0.283143,1
3,Kmeans,0.225844,0
3,Kmeans,0.696711,0
3,Kmeans,0.586856,1
3,Kmeans,0.556256,0
3,Kmeans,0.68314,0
3,Kmeans,0.726471,0
3,Kmeans,0.726471,0
3,Kmeans,0.469695,1
3,Kmeans,0.57428,0
3,Kmeans,0.595872,2
3,Kmeans,0.574338,2
3,Kmeans,0.698,1
3,Kmeans,0.38349,2
3,Kmeans,0.696393,1
3,Kmeans,0.719873,0
3,Kmeans,0.535271,1
3,Kmeans,0.446445,2
3,Kmeans,0.556256,0
3,Kmeans,0.590933,0
3,Kmeans,0.740179,0
3,Kmeans,0.283143,1
3,Kmeans,0.664627,2
3,Kmeans,0.689869,2
3,Kmeans,0.661664,2
3,Kmeans,0.536781,0
3,Kmeans,0.684538,2
3,Kmeans,0.627161,1
3,Kmeans,0.632926,0
3,Kmeans,0.438496,0
3,Kmeans,0.650978,2
3,Kmeans,0.741397,0
3,Kmeans,0.648308,1
3,Kmeans,0.735488,2
3,Kmeans,0.408556,0
3,Kmeans,0.594081,2
3,Kmeans,0.565319,1
3,Kmeans,0.466774,0
3,Kmeans,0.510755,1
3,Kmeans,0.625376,2
3,Kmeans,0.676205,1
3,Kmeans,0.387191,0
3,Kmeans,0.586297,0
3,Kmeans,0.746249,0
3,Kmeans,0.136691,0
3,Kmeans,0.738041,2
3,Kmeans,0.568419,0
3,Kmeans,0.662129,0
3,Kmeans,0.662129,0
3,Kmeans,0.358602,0
3,Kmeans,0.296996,0
3,Kmeans,0.668648,1
3,Kmeans,0.726471,0
3,Kmeans,0.673433,0
3,Kmeans,0.4143,0
3,Kmeans,0.408556,0
3,Kmeans,0.595872,2
3,Kmeans,0.51614,0
3,Kmeans,0.469695,1
3,Kmeans,0.618494,0
3,Kmeans,0.676205,1
3,Kmeans,0.524925,1
3,Kmeans,-0.000203,1
3,Kmeans,0.648308,1
3,Kmeans,0.680705,1
3,Kmeans,0.694333,1
3,Kmeans,0.661664,2
3,Kmeans,0.51614,0
3,Kmeans,0.549269,0
3,Kmeans,0.753538,0
3,Kmeans,0.737563,2
3,Kmeans,0.757415,0
3,Kmeans,0.296996,0
3,Kmeans,0.65651,1
3,Kmeans,0.735488,2
3,Kmeans,0.408556,0
3,Kmeans,0.618494,0
3,Kmeans,0.737563,2
3,Kmeans,0.515399,1
3,Kmeans,0.672713,0
3,Kmeans,0.579253,2
3,Kmeans,0.410714,2
3,Kmeans,0.319923,1
3,Kmeans,0.439662,0
3,Kmeans,0.733667,2
3,Kmeans,0.296996,0
3,Kmeans,0.691928,0
3,Kmeans,0.699549,1
3,Kmeans,0.508216,0
3,Kmeans,0.48271,2
3,Kmeans,0.515399,1
3,Kmeans,0.266646,0
3,Kmeans,0.550367,1
3,Kmeans,0.460234,2
3,Kmeans,0.664627,2
3,Kmeans,0.684538,2
3,Kmeans,0.136691,0
3,Kmeans,0.408556,0
3,Kmeans,0.706925,0
3,Kmeans,0.738176,2
3,Kmeans,0.738041,2
3,Kmeans,0.670335,1
3,Kmeans,0.6761,2
3,Kmeans,0.684538,2
3,Kmeans,0.748671,0
3,Kmeans,0.691928,0
3,Kmeans,0.73368,0
3,Kmeans,0.661664,2
3,Kmeans,0.694333,1
3,Kmeans,0.723394,2
3,Kmeans,0.688048,1
3,Kmeans,0.689785,1
3,Kmeans,0.688048,1
3,Kmeans,0.136691,0
3,Kmeans,0.14552,0
3,Kmeans,0.717459,0
3,Kmeans,0.436264,2
3,Kmeans,0.553841,1
3,Kmeans,0.685443,1
3,Kmeans,0.296996,0
3,Kmeans,0.698093,1
3,Kmeans,0.319923,1
3,Kmeans,0.68314,0
3,Kmeans,0.673433,0
3,Kmeans,0.670522,2
3,Kmeans,0.636176,2
3,Kmeans,0.670522,2
3,Kmeans,0.688048,1
3,Kmeans,0.707642,0
3,Kmeans,0.735488,2
3,Kmeans,0.670522,2
3,Kmeans,0.748671,0
3,Kmeans,0.182694,0
3,Kmeans,0.636024,0
3,Kmeans,0.51614,0
3,Kmeans,0.51614,0
3,Kmeans,0.515399,1
3,Kmeans,0.225844,0
3,Kmeans,0.52409,2
3,Kmeans,0.670335,1
3,Kmeans,0.283143,1
3,Kmeans,0.065628,2
3,Kmeans,0.586297,0
3,Kmeans,0.586308,2
3,Kmeans,0.466774,0
3,Kmeans,0.568419,0
3,Kmeans,0.492351,0
3,Kmeans,0.018181,2
3,Kmeans,0.648308,1
3,Kmeans,0.700225,1
3,Kmeans,0.741397,0
3,Kmeans,0.738176,2
3,Kmeans,0.105513,1
3,Kmeans,0.296996,0
3,Kmeans,0.109266,2
3,Kmeans,0.748671,0
3,Kmeans,0.507143,1
3,Kmeans,0.710589,2
3,Kmeans,0.662129,0
3,Kmeans,0.650978,2
3,Kmeans,0.650978,2
3,Kmeans,0.673433,0
3,Kmeans,0.707642,0
3,Kmeans,0.737563,2
3,Kmeans,0.225714,2
3,Kmeans,0.065628,2
3,Kmeans,0.700268,1
3,Kmeans,0.51614,0
3,Kmeans,0.65651,1
3,Kmeans,0.6848,1
3,Kmeans,0.628153,1
3,Kmeans,0.65307,1
3,Kmeans,0.698093,1
3,Kmeans,0.586297,0
3,Kmeans,0.225945,0
3,Kmeans,0.682595,1
3,Kmeans,0.14552,0
3,Kmeans,0.353758,1
3,GMM,0.754774,0
3,GMM,0.606408,2
3,GMM,0.591026,1
3,GMM,0.709878,2
3,GMM,0.70402,0
3,GMM,0.583291,1
3,GMM,0.723117,0
3,GMM,0.106122,0
3,GMM,0.741077,0
3,GMM,0.406532,1
3,GMM,0.741077,0
3,GMM,0.692959,0
3,GMM,0.677055,2
3,GMM,0.698739,1
3,GMM,0.583291,1
3,GMM,0.741077,0
3,GMM,0.71397,0
3,GMM,0.714886,2
3,GMM,0.194956,2
3,GMM,0.227614,1
3,GMM,0.406532,1
3,GMM,0.65208,0
3,GMM,0.675873,1
3,GMM,0.688857,1
3,GMM,0.093997,0
3,GMM,0.579069,0
3,GMM,0.606781,1
3,GMM,0.699207,1
3,GMM,0.707783,0
3,GMM,0.675352,0
3,GMM,0.522622,0
3,GMM,0.549151,1
3,GMM,0.474669,0
3,GMM,0.660062,1
3,GMM,0.754774,0
3,GMM,0.433749,0
3,GMM,0.723117,0
3,GMM,0.625171,0
3,GMM,0.647776,1
3,GMM,0.686009,2
3,GMM,0.738102,2
3,GMM,0.723117,0
3,GMM,0.738102,2
3,GMM,0.625013,1
3,GMM,0.499513,0
3,GMM,0.720297,0
3,GMM,0.636656,1
3,GMM,0.748057,0
3,GMM,0.62729,2
3,GMM,0.675873,1
3,GMM,0.693275,0
3,GMM,0.317579,0
3,GMM,0.686009,2
3,GMM,0.613918,0
3,GMM,0.474669,0
3,GMM,0.73047,0
3,GMM,0.694086,1
3,GMM,0.218751,0
3,GMM,0.462209,1
3,GMM,0.636656,1
3,GMM,0.408224,0
3,GMM,0.7385,2
3,GMM,0.435273,1
3,GMM,0.754774,0
3,GMM,0.682514,1
3,GMM,0.713049,2
3,GMM,0.611944,1
3,GMM,0.26956,1
3,GMM,0.218751,0
3,GMM,0.692959,0
3,GMM,0.583291,1
3,GMM,0.56157,0
3,GMM,0.684761,0
3,GMM,0.723117,0
3,GMM,0.723117,0
3,GMM,0.462209,1
3,GMM,0.579069,0
3,GMM,0.598005,2
3,GMM,0.575351,2
3,GMM,0.699207,1
3,GMM,0.387385,2
3,GMM,0.697445,1
3,GMM,0.720297,0
3,GMM,0.529956,1
3,GMM,0.447461,2
3,GMM,0.56157,0
3,GMM,0.595236,0
3,GMM,0.737115,0
3,GMM,0.26956,1
3,GMM,0.665589,2
3,GMM,0.690818,2
3,GMM,0.663314,2
3,GMM,0.542661,0
3,GMM,0.686009,2
3,GMM,0.625013,1
3,GMM,0.628496,0
3,GMM,0.447197,0
3,GMM,0.652707,2
3,GMM,0.741077,0
3,GMM,0.646945,1
3,GMM,0.736423,2
3,GMM,0.418122,0
3,GMM,0.595084,2
3,GMM,0.567967,1
3,GMM,0.474669,0
3,GMM,0.513088,1
3,GMM,0.62729,2
3,GMM,0.679217,1
3,GMM,0.380951,0
3,GMM,0.581434,0
3,GMM,0.743328,0
3,GMM,0.154494,0
3,GMM,0.738998,2
3,GMM,0.563413,0
3,GMM,0.66438,0
3,GMM,0.66438,0
3,GMM,0.352196,0
3,GMM,0.290244,0
3,GMM,0.671663,1
3,GMM,0.723117,0
3,GMM,0.675352,0
3,GMM,0.408224,0
3,GMM,0.418122,0
3,GMM,0.598005,2
3,GMM,0.522622,0
3,GMM,0.462209,1
3,GMM,0.613918,0
3,GMM,0.679217,1
3,GMM,0.527345,1
3,GMM,0.000203,0
3,GMM,0.646945,1
3,GMM,0.680777,1
3,GMM,0.695218,1
3,GMM,0.663314,2
3,GMM,0.522622,0
3,GMM,0.544122,0
3,GMM,0.752681,0
3,GMM,0.7385,2
3,GMM,0.754774,0
3,GMM,0.290244,0
3,GMM,0.65548,1
3,GMM,0.736423,2
3,GMM,0.418122,0
3,GMM,0.613918,0
3,GMM,0.7385,2
3,GMM,0.509418,1
3,GMM,0.668699,0
3,GMM,0.581511,2
3,GMM,0.414365,2
3,GMM,0.307548,1
3,GMM,0.433749,0
3,GMM,0.734675,2
3,GMM,0.290244,0
3,GMM,0.693275,0
3,GMM,0.701022,1
3,GMM,0.502776,0
3,GMM,0.485739,2
3,GMM,0.509418,1
3,GMM,0.280405,0
3,GMM,0.552934,1
3,GMM,0.463453,2
3,GMM,0.665589,2
3,GMM,0.686009,2
3,GMM,0.154494,0
3,GMM,0.418122,0
3,GMM,0.707783,0
3,GMM,0.739122,2
3,GMM,0.738998,2
3,GMM,0.669902,1
3,GMM,0.677055,2
3,GMM,0.686009,2
3,GMM,0.748057,0
3,GMM,0.693275,0
3,GMM,0.73047,0
3,GMM,0.663314,2
3,GMM,0.695218,1
3,GMM,0.72433,2
3,GMM,0.690982,1
3,GMM,0.692674,1
3,GMM,0.690982,1
3,GMM,0.154494,0
3,GMM,0.138078,0
3,GMM,0.71397,0
3,GMM,0.439691,2
3,GMM,0.549151,1
3,GMM,0.688405,1
3,GMM,0.290244,0
3,GMM,0.700554,1
3,GMM,0.307548,1
3,GMM,0.684761,0
3,GMM,0.675352,0
3,GMM,0.672104,2
3,GMM,0.637159,2
3,GMM,0.672104,2
3,GMM,0.690982,1
3,GMM,0.70402,0
3,GMM,0.736423,2
3,GMM,0.672104,2
3,GMM,0.748057,0
3,GMM,0.199044,0
3,GMM,0.639024,0
3,GMM,0.522622,0
3,GMM,0.522622,0
3,GMM,0.509418,1
3,GMM,0.218751,0
3,GMM,0.526778,2
3,GMM,0.669902,1
3,GMM,0.26956,1
3,GMM,0.072804,2
3,GMM,0.581434,0
3,GMM,0.587315,2
3,GMM,0.474669,0
3,GMM,0.563413,0
3,GMM,0.499513,0
3,GMM,0.025907,2
3,GMM,0.646945,1
3,GMM,0.702149,1
3,GMM,0.741077,0
3,GMM,0.739122,2
3,GMM,0.086033,1
3,GMM,0.290244,0
3,GMM,0.115946,2
3,GMM,0.748057,0
3,GMM,0.509451,1
3,GMM,0.711528,2
3,GMM,0.66438,0
3,GMM,0.652707,2
3,GMM,0.652707,2
3,GMM,0.675352,0
3,GMM,0.70402,0
3,GMM,0.7385,2
3,GMM,0.23114,2
3,GMM,0.072804,2
3,GMM,0.70198,1
3,GMM,0.522622,0
3,GMM,0.65548,1
3,GMM,0.685096,1
3,GMM,0.631077,1
3,GMM,0.65607,1
3,GMM,0.700554,1
3,GMM,0.581434,0
3,GMM,0.240951,0
3,GMM,0.685579,1
3,GMM,0.138078,0
3,GMM,0.342496,1
4,Kmeans,0.549852,1
4,Kmeans,0.58224,3
4,Kmeans,0.620289,0
4,Kmeans,0.632804,3
4,Kmeans,0.691034,1
4,Kmeans,0.351808,2
4,Kmeans,0.665076,1
4,Kmeans,0.715709,2
4,Kmeans,0.320033,1
4,Kmeans,0.580621,2
4,Kmeans,0.320033,1
4,Kmeans,0.700546,1
4,Kmeans,0.65751,3
4,Kmeans,0.649323,0
4,Kmeans,0.351808,2
4,Kmeans,0.320033,1
4,Kmeans,0.679039,1
